Day of data collection,Patients currently hospitalized in an inpatient bed who have suspected or confirmed COVID-19
"May 24, 2020",0
"May 24, 2020",0
"May 25, 2020",0
"May 25, 2020",0
"May 25, 2020",0
"May 25, 2020",0
"May 26, 2020",0
"May 26, 2020",0
"May 26, 2020",0
"May 27, 2020",0
"May 27, 2020",0
"May 27, 2020",0
"May 27, 2020",0
"May 27, 2020",0
"May 28, 2020",0
"May 28, 2020",0
"May 28, 2020",0
"May 28, 2020",0
"May 29, 2020",0
"May 29, 2020",0
"May 29, 2020",0
"May 30, 2020",0
"May 30, 2020",0
"May 30, 2020",0
"May 31, 2020",0
"May 31, 2020",0
"May 31, 2020",0
"May 31, 2020",0
"May 31, 2020",0
"June 1, 2020",0
"June 1, 2020",0
"June 1, 2020",0
"June 1, 2020",0
"June 1, 2020",0
"June 1, 2020",0
"June 2, 2020",0
"June 2, 2020",0
"June 2, 2020",0
"June 2, 2020",0
"June 2, 2020",0
"June 3, 2020",0
"June 3, 2020",0
"June 3, 2020",0
"June 3, 2020",0
"June 3, 2020",0
"June 3, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 4, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 5, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 6, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 7, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 8, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 9, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 10, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 11, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 12, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 13, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 14, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 15, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 16, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 17, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 18, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 19, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 20, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 21, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 22, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 23, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 24, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 25, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 26, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 27, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 28, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 29, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"June 30, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 1, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 2, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 3, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 4, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 5, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 6, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 7, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 8, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 9, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 10, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 11, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 12, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"July 13, 2020",0
"April 29, 2020",1
"April 30, 2020",1
"May 2, 2020",1
"May 3, 2020",1
"May 4, 2020",1
"May 6, 2020",1
"May 10, 2020",1
"May 10, 2020",1
"May 11, 2020",1
"May 12, 2020",1
"May 18, 2020",1
"May 18, 2020",1
"May 19, 2020",1
"May 21, 2020",1
"May 22, 2020",1
"May 23, 2020",1
"May 23, 2020",1
"May 24, 2020",1
"May 24, 2020",1
"May 28, 2020",1
"May 28, 2020",1
"May 29, 2020",1
"May 29, 2020",1
"May 30, 2020",1
"May 30, 2020",1
"May 30, 2020",1
"May 31, 2020",1
"June 1, 2020",1
"June 1, 2020",1
"June 2, 2020",1
"June 2, 2020",1
"June 3, 2020",1
"June 3, 2020",1
"June 4, 2020",1
"June 4, 2020",1
"June 4, 2020",1
"June 4, 2020",1
"June 4, 2020",1
"June 5, 2020",1
"June 5, 2020",1
"June 5, 2020",1
"June 5, 2020",1
"June 6, 2020",1
"June 6, 2020",1
"June 6, 2020",1
"June 6, 2020",1
"June 6, 2020",1
"June 7, 2020",1
"June 7, 2020",1
"June 7, 2020",1
"June 7, 2020",1
"June 7, 2020",1
"June 7, 2020",1
"June 8, 2020",1
"June 8, 2020",1
"June 8, 2020",1
"June 8, 2020",1
"June 9, 2020",1
"June 11, 2020",1
"June 11, 2020",1
"June 11, 2020",1
"June 11, 2020",1
"June 12, 2020",1
"June 12, 2020",1
"June 12, 2020",1
"June 12, 2020",1
"June 12, 2020",1
"June 13, 2020",1
"June 13, 2020",1
"June 13, 2020",1
"June 14, 2020",1
"June 15, 2020",1
"June 15, 2020",1
"June 15, 2020",1
"June 16, 2020",1
"June 16, 2020",1
"June 16, 2020",1
"June 16, 2020",1
"June 16, 2020",1
"June 16, 2020",1
"June 17, 2020",1
"June 17, 2020",1
"June 17, 2020",1
"June 17, 2020",1
"June 17, 2020",1
"June 18, 2020",1
"June 18, 2020",1
"June 18, 2020",1
"June 19, 2020",1
"June 19, 2020",1
"June 19, 2020",1
"June 19, 2020",1
"June 19, 2020",1
"June 20, 2020",1
"June 20, 2020",1
"June 20, 2020",1
"June 20, 2020",1
"June 20, 2020",1
"June 20, 2020",1
"June 21, 2020",1
"June 21, 2020",1
"June 22, 2020",1
"June 22, 2020",1
"June 22, 2020",1
"June 23, 2020",1
"June 23, 2020",1
"June 23, 2020",1
"June 23, 2020",1
"June 24, 2020",1
"June 24, 2020",1
"June 24, 2020",1
"June 24, 2020",1
"June 27, 2020",1
"June 28, 2020",1
"June 28, 2020",1
"June 29, 2020",1
"June 29, 2020",1
"June 30, 2020",1
"June 30, 2020",1
"June 30, 2020",1
"July 1, 2020",1
"July 2, 2020",1
"July 2, 2020",1
"July 3, 2020",1
"July 3, 2020",1
"July 4, 2020",1
"July 4, 2020",1
"July 5, 2020",1
"July 5, 2020",1
"July 5, 2020",1
"July 6, 2020",1
"July 6, 2020",1
"July 6, 2020",1
"July 7, 2020",1
"July 7, 2020",1
"July 7, 2020",1
"July 7, 2020",1
"July 8, 2020",1
"July 8, 2020",1
"July 8, 2020",1
"July 8, 2020",1
"July 8, 2020",1
"July 9, 2020",1
"July 9, 2020",1
"July 9, 2020",1
"July 9, 2020",1
"July 9, 2020",1
"July 9, 2020",1
"July 10, 2020",1
"July 10, 2020",1
"July 10, 2020",1
"July 10, 2020",1
"July 11, 2020",1
"July 11, 2020",1
"July 11, 2020",1
"July 12, 2020",1
"July 12, 2020",1
"July 12, 2020",1
"July 12, 2020",1
"July 12, 2020",1
"July 13, 2020",1
"July 13, 2020",1
"July 13, 2020",1
"July 13, 2020",1
"May 4, 2020",2
"May 5, 2020",2
"May 7, 2020",2
"May 15, 2020",2
"May 17, 2020",2
"May 19, 2020",2
"May 29, 2020",2
"May 30, 2020",2
"June 2, 2020",2
"June 3, 2020",2
"June 4, 2020",2
"June 5, 2020",2
"June 6, 2020",2
"June 9, 2020",2
"June 11, 2020",2
"June 12, 2020",2
"June 13, 2020",2
"June 15, 2020",2
"June 20, 2020",2
"June 21, 2020",2
"June 21, 2020",2
"June 23, 2020",2
"June 25, 2020",2
"June 27, 2020",2
"June 29, 2020",2
"July 1, 2020",2
"July 2, 2020",2
"July 2, 2020",2
"July 7, 2020",2
"July 8, 2020",2
"July 9, 2020",2
"July 9, 2020",2
"July 10, 2020",2
"July 11, 2020",2
"May 21, 2020",3
"June 3, 2020",3
"June 4, 2020",3
"June 5, 2020",3
"June 5, 2020",3
"June 7, 2020",3
"June 10, 2020",3
"June 11, 2020",3
"June 22, 2020",3
"June 23, 2020",3
"June 24, 2020",3
"June 26, 2020",3
"June 30, 2020",3
"July 3, 2020",3
"July 4, 2020",3
"July 5, 2020",3
"July 6, 2020",3
"July 7, 2020",3
"July 8, 2020",3
"July 8, 2020",3
"July 12, 2020",3
"July 13, 2020",3
"June 8, 2020",4
"June 15, 2020",4
"June 16, 2020",4
"June 16, 2020",4
"June 20, 2020",4
"June 21, 2020",4
"June 22, 2020",4
"June 22, 2020",4
"June 25, 2020",4
"June 25, 2020",4
"June 26, 2020",4
"June 27, 2020",4
"June 28, 2020",4
"July 2, 2020",4
"July 3, 2020",4
"May 27, 2020",5
"May 28, 2020",5
"June 17, 2020",5
"May 30, 2020",6
"June 3, 2020",6
"June 15, 2020",6
"July 2, 2020",6
"May 29, 2020",7
"May 30, 2020",7
"May 31, 2020",7
"June 7, 2020",7
"June 13, 2020",7
"June 18, 2020",7
"June 19, 2020",7
"June 25, 2020",7
"June 26, 2020",7
"June 14, 2020",10
"May 15, 2020",1
"May 31, 2020",1
"June 1, 2020",1
"June 2, 2020",1
"June 3, 2020",1
"June 4, 2020",1
"June 9, 2020",1
"June 10, 2020",1
"June 11, 2020",1
"June 12, 2020",1
"June 13, 2020",1
"June 14, 2020",1
"June 15, 2020",1
"June 16, 2020",1
"June 17, 2020",1
"June 18, 2020",1
"June 19, 2020",1
"June 20, 2020",1
"June 21, 2020",1
"June 21, 2020",1
"June 22, 2020",1
"June 22, 2020",1
"June 23, 2020",1
"June 23, 2020",1
"June 24, 2020",1
"June 24, 2020",1
"June 25, 2020",1
"June 25, 2020",1
"June 26, 2020",1
"June 26, 2020",1
"June 27, 2020",1
"June 28, 2020",1
"June 29, 2020",1
"July 1, 2020",1
"July 2, 2020",1
"July 3, 2020",1
"July 3, 2020",1
"July 4, 2020",1
"July 5, 2020",1
"July 5, 2020",1
"July 6, 2020",1
"July 6, 2020",1
"July 7, 2020",1
"July 8, 2020",1
"July 8, 2020",1
"July 9, 2020",1
"May 16, 2020",2
"May 17, 2020",2
"May 18, 2020",2
"May 22, 2020",2
"May 23, 2020",2
"May 24, 2020",2
"May 25, 2020",2
"May 26, 2020",2
"May 27, 2020",2
"May 30, 2020",2
"May 31, 2020",2
"June 1, 2020",2
"June 6, 2020",2
"June 7, 2020",2
"June 10, 2020",2
"June 11, 2020",2
"June 12, 2020",2
"June 19, 2020",2
"June 24, 2020",2
"June 24, 2020",2
"June 25, 2020",2
"June 26, 2020",2
"June 27, 2020",2
"June 27, 2020",2
"June 28, 2020",2
"June 28, 2020",2
"June 29, 2020",2
"June 29, 2020",2
"June 30, 2020",2
"July 1, 2020",2
"July 2, 2020",2
"July 4, 2020",2
"July 5, 2020",2
"July 9, 2020",2
"May 2, 2020",3
"May 4, 2020",3
"May 5, 2020",3
"May 7, 2020",3
"May 20, 2020",3
"May 20, 2020",3
"May 21, 2020",3
"May 28, 2020",3
"May 29, 2020",3
"June 8, 2020",3
"June 9, 2020",3
"June 10, 2020",3
"June 11, 2020",3
"June 13, 2020",3
"June 22, 2020",3
"June 23, 2020",3
"June 25, 2020",3
"June 29, 2020",3
"June 30, 2020",3
"July 7, 2020",3
"July 9, 2020",3
"May 8, 2020",4
"May 9, 2020",4
"May 17, 2020",4
"May 18, 2020",4
"May 19, 2020",4
"May 20, 2020",4
"May 31, 2020",4
"June 9, 2020",4
"June 12, 2020",4
"June 14, 2020",4
"June 23, 2020",4
"June 24, 2020",4
"July 1, 2020",4
"July 7, 2020",4
"July 8, 2020",4
"July 8, 2020",4
"July 10, 2020",4
"July 11, 2020",4
"May 3, 2020",5
"May 10, 2020",5
"May 11, 2020",5
